0.000000000000000000e+00,3.830222215594888402e-01,3.213938048432694039e-01
2.000000000000000164e-05,5.882058394790930234e-02,4.932842344002553725e-01
4.000000000000000327e-05,-2.928987405853818449e-01,3.972781873322278057e-01
6.000000000000000152e-05,-4.823420569991833662e-01,8.852633295516357248e-02
8.000000000000000654e-05,-4.095570510975827805e-01,-2.639415083358083169e-01
1.000000000000000048e-04,-1.171144600533394753e-01,-4.697204433908177545e-01
1.200000000000000030e-04,2.346514916696357811e-01,-4.198594078812478148e-01
1.399999999999999877e-04,4.555135089948240124e-01,-1.444973971383478606e-01
1.600000000000000131e-04,4.281938674791011534e-01,2.051561261806031655e-01
1.800000000000000113e-04,1.705947044732410711e-01,4.398194051735500043e-01
2.000000000000000096e-04,-1.755804268836815840e-01,4.345768059649744441e-01
2.200000000000000078e-04,-4.227398171618879097e-01,1.953332182820607110e-01
2.400000000000000061e-04,-4.390321116007225299e-01,-1.460465454164301680e-01
2.599999999999999772e-04,-2.186471593993930818e-01,-4.043794612377256126e-01
2.799999999999999755e-04,1.166733449214869128e-01,-4.415908875477754791e-01
2.999999999999999737e-04,3.848455828119013988e-01,-2.404782100588541693e-01
3.200000000000000262e-04,4.422911451469737631e-01,8.757600507032647918e-02
3.400000000000000244e-04,2.607755652162487281e-01,3.642474557356902287e-01
3.600000000000000227e-04,-5.886564340363320547e-02,4.411774730013314771e-01
3.800000000000000209e-04,-3.426958839505225840e-01,2.794959428061175588e-01
4.000000000000000192e-04,-4.383006877056389583e-01,-3.064896977105515535e-02
4.200000000000000174e-04,-2.966035709543252130e-01,-3.203027201030733684e-01
4.400000000000000157e-04,3.027968035944904410e-03,-4.337174687280804242e-01
4.600000000000000139e-04,2.971803753157137851e-01,-3.120701370603280456e-01
4.800000000000000122e-04,4.274899785957382292e-01,-2.390040018742369682e-02
5.000000000000000104e-04,3.258747181122090275e-01,2.734413557779515336e-01
5.199999999999999544e-04,5.004446252537814166e-02,4.196854693701184136e-01
5.400000000000000069e-04,-2.491977988510981623e-01,3.380036719068314488e-01
5.599999999999999509e-04,-4.103758816350011607e-01,7.531806817842767732e-02
5.800000000000000034e-04,-3.484505103486880695e-01,-2.245610301064057679e-01
5.999999999999999474e-04,-9.964080282693904556e-02,-3.996374321528775031e-01
6.199999999999999999e-04,1.996411288909394899e-01,-3.572157396847278621e-01
6.400000000000000524e-04,3.875501941783188187e-01,-1.229381636623793905e-01
6.599999999999999964e-04,3.643066851160639552e-01,1.745465172122208641e-01
6.800000000000000488e-04,1.451417126800264024e-01,3.741976747397379177e-01
6.999999999999999929e-04,-1.493835576530742337e-01,3.697372793811767311e-01
